,FactGLTranID,JournalID,GLTranDescription,GLTranAmount,GLTranDate,GLAcctNum,GLAcctName,Statement,Category,Subcategory,StoreNum,StoreName,ManagerID,PreviousManagerID,ContactTel,AddressLine1,AddressLine2,ZipCode,RegionNum,RegionName,SalesRegionName,LastRefreshDate
1611,1612,136,GST ITC for Inventory,4967.071,2020-11-01,3300,GST Payable,Balance Sheet,Current Liabilities,Taxes Payable,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1612,1613,1008,GST ITC for Inventory,5910.613,2020-12-01,3300,GST Payable,Balance Sheet,Current Liabilities,Taxes Payable,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1613,1614,1022,GST ITC for Inventory,3568.078,2021-01-01,3300,GST Payable,Balance Sheet,Current Liabilities,Taxes Payable,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1614,1615,1770,GST ITC for Inventory,3319.789,2021-02-01,3300,GST Payable,Balance Sheet,Current Liabilities,Taxes Payable,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1615,1616,761,GST ITC for Inventory,3590.328,2021-03-01,3300,GST Payable,Balance Sheet,Current Liabilities,Taxes Payable,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1616,1617,1711,GST ITC for Inventory,4341.263,2021-04-01,3300,GST Payable,Balance Sheet,Current Liabilities,Taxes Payable,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1617,1618,193,GST ITC for Inventory,4455.546,2021-05-01,3300,GST Payable,Balance Sheet,Current Liabilities,Taxes Payable,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1618,1619,62,GST ITC for Inventory,4565.838,2021-06-01,3300,GST Payable,Balance Sheet,Current Liabilities,Taxes Payable,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1619,1620,197,GST ITC for Inventory,4243.383,2021-07-01,3300,GST Payable,Balance Sheet,Current Liabilities,Taxes Payable,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1620,1621,1129,GST ITC for Inventory,3950.153,2021-08-01,3300,GST Payable,Balance Sheet,Current Liabilities,Taxes Payable,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1621,1622,1025,GST ITC for Inventory,3830.167,2021-09-01,3300,GST Payable,Balance Sheet,Current Liabilities,Taxes Payable,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1622,1623,234,GST ITC for Inventory,3625.891,2021-10-01,3300,GST Payable,Balance Sheet,Current Liabilities,Taxes Payable,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1623,1624,1397,GST ITC for Inventory,5405.131,2021-11-01,3300,GST Payable,Balance Sheet,Current Liabilities,Taxes Payable,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1624,1625,1439,GST ITC for Inventory,5755.974,2021-12-01,3300,GST Payable,Balance Sheet,Current Liabilities,Taxes Payable,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1625,1626,235,Inventory Sold - 100,68796.0,2019-01-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1626,1627,15,Inventory Sold - 100,61463.422,2019-02-28,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1627,1628,1482,Inventory Sold - 100,67941.004,2019-03-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1628,1629,1722,Inventory Sold - 100,82362.875,2019-04-30,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1629,1630,1748,Inventory Sold - 100,86365.971,2019-05-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1630,1631,101,Inventory Sold - 100,89014.217,2019-06-30,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1631,1632,1180,Inventory Sold - 100,78645.0,2019-07-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1632,1633,1196,Inventory Sold - 100,72401.461,2019-08-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1633,1634,1295,Inventory Sold - 100,74494.292,2019-09-30,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1634,1635,183,Inventory Sold - 100,70653.078,2019-10-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1635,1636,1776,Inventory Sold - 100,107314.704,2019-11-30,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1636,1637,1786,Inventory Sold - 100,92926.703,2019-12-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1637,1638,1046,Inventory Sold - 100,72288.72,2020-01-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1638,1639,721,Inventory Sold - 100,65260.65,2020-02-29,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1639,1640,16,Inventory Sold - 100,71284.71,2020-03-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1640,1641,1750,Inventory Sold - 100,85340.85,2020-04-30,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1641,1642,998,Inventory Sold - 100,89356.89,2020-05-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1642,1643,680,Inventory Sold - 100,92774.64,2020-06-30,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1643,1644,474,Inventory Sold - 100,83661.511,2020-07-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1644,1645,903,Inventory Sold - 100,76341.129,2020-08-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1645,1646,904,Inventory Sold - 100,78432.667,2020-09-30,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1646,1647,1098,Inventory Sold - 100,74033.12,2020-10-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1647,1648,1394,Inventory Sold - 100,104569.92,2020-11-30,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1648,1649,937,Inventory Sold - 100,115894.364,2020-12-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1649,1650,1521,Inventory Sold - 100,72817.92,2021-01-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1650,1651,1140,Inventory Sold - 100,65738.4,2021-02-28,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1651,1652,739,Inventory Sold - 100,71806.56,2021-03-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1652,1653,1303,Inventory Sold - 100,85965.6,2021-04-30,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1653,1654,921,Inventory Sold - 100,90011.04,2021-05-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1654,1655,1707,Inventory Sold - 100,93180.36,2021-06-30,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1655,1656,160,Inventory Sold - 100,84027.378,2021-07-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1656,1657,1269,Inventory Sold - 100,77453.973,2021-08-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1657,1658,1148,Inventory Sold - 100,76603.333,2021-09-30,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1658,1659,228,Inventory Sold - 100,72517.822,2021-10-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1659,1660,484,Inventory Sold - 100,110308.8,2021-11-30,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1660,1661,301,Inventory Sold - 100,112862.244,2021-12-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1661,1662,235,Inventory Sold - 200,48365.2,2019-01-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1662,1663,15,Inventory Sold - 200,48172.07,2019-02-28,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1663,1664,1482,Inventory Sold - 200,52331.321,2019-03-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1664,1665,1722,Inventory Sold - 200,54781.734,2019-04-30,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1665,1666,1748,Inventory Sold - 200,60468.362,2019-05-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1666,1667,101,Inventory Sold - 200,49844.982,2019-06-30,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1667,1668,1180,Inventory Sold - 200,48418.545,2019-07-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1668,1669,1196,Inventory Sold - 200,50134.957,2019-08-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1669,1670,1295,Inventory Sold - 200,55387.019,2019-09-30,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1670,1671,183,Inventory Sold - 200,64990.559,2019-10-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1671,1672,1776,Inventory Sold - 200,56281.915,2019-11-30,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1672,1673,1786,Inventory Sold - 200,70315.395,2019-12-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1673,1674,1046,Inventory Sold - 200,50838.84,2020-01-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1674,1675,721,Inventory Sold - 200,51182.824,2020-02-29,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1675,1676,16,Inventory Sold - 200,54923.955,2020-03-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1676,1677,1750,Inventory Sold - 200,56775.094,2020-04-30,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1677,1678,998,Inventory Sold - 200,62573.547,2020-05-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1678,1679,680,Inventory Sold - 200,51971.442,2020-06-30,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1679,1680,474,Inventory Sold - 200,51532.227,2020-07-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1680,1681,903,Inventory Sold - 200,52874.669,2020-08-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1681,1682,904,Inventory Sold - 200,58325.501,2020-09-30,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1682,1683,1098,Inventory Sold - 200,68105.722,2020-10-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1683,1684,1394,Inventory Sold - 200,54849.673,2020-11-30,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1684,1685,937,Inventory Sold - 200,87713.695,2020-12-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1685,1686,1521,Inventory Sold - 200,51222.24,2021-01-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1686,1687,1140,Inventory Sold - 200,51568.819,2021-02-28,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1687,1688,739,Inventory Sold - 200,55338.163,2021-03-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1688,1689,1303,Inventory Sold - 200,57203.262,2021-04-30,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1689,1690,921,Inventory Sold - 200,63045.444,2021-05-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1690,1691,1707,Inventory Sold - 200,52205.547,2021-06-30,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1691,1692,160,Inventory Sold - 200,51764.354,2021-07-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1692,1693,1269,Inventory Sold - 200,53668.583,2021-08-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1693,1694,1148,Inventory Sold - 200,56924.288,2021-09-30,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1694,1695,228,Inventory Sold - 200,66669.758,2021-10-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1695,1696,484,Inventory Sold - 200,57823.45,2021-11-30,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1696,1697,301,Inventory Sold - 200,85350.152,2021-12-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1697,1698,235,Inventory Sold - 500,55432.0,2019-01-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1698,1699,15,Inventory Sold - 500,49503.856,2019-02-28,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1699,1700,1482,Inventory Sold - 500,54746.207,2019-03-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1700,1701,1722,Inventory Sold - 500,66374.729,2019-04-30,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1701,1702,1748,Inventory Sold - 500,69604.675,2019-05-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1702,1703,101,Inventory Sold - 500,71730.867,2019-06-30,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1703,1704,1180,Inventory Sold - 500,63367.778,2019-07-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1704,1705,1196,Inventory Sold - 500,58356.849,2019-08-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1705,1706,1295,Inventory Sold - 500,60047.063,2019-09-30,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1706,1707,183,Inventory Sold - 500,56950.804,2019-10-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1707,1708,1776,Inventory Sold - 500,86497.536,2019-11-30,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1708,1709,1786,Inventory Sold - 500,74908.913,2019-12-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1709,1710,1046,Inventory Sold - 500,58272.48,2020-01-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1710,1711,721,Inventory Sold - 500,52607.1,2020-02-29,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1711,1712,16,Inventory Sold - 500,57463.14,2020-03-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1712,1713,1750,Inventory Sold - 500,68793.9,2020-04-30,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1713,1714,998,Inventory Sold - 500,72031.26,2020-05-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1714,1715,680,Inventory Sold - 500,74798.76,2020-06-30,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1715,1716,474,Inventory Sold - 500,67451.378,2020-07-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1716,1717,903,Inventory Sold - 500,61549.382,2020-08-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1717,1718,904,Inventory Sold - 500,63235.667,2020-09-30,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1718,1719,1098,Inventory Sold - 500,59681.969,2020-10-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1719,1720,1394,Inventory Sold - 500,84299.28,2020-11-30,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1720,1721,937,Inventory Sold - 500,93449.113,2020-12-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1721,1722,1521,Inventory Sold - 500,58715.28,2021-01-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1722,1723,1140,Inventory Sold - 500,53006.85,2021-02-28,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1723,1724,739,Inventory Sold - 500,57899.79,2021-03-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1724,1725,1303,Inventory Sold - 500,69316.65,2021-04-30,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1725,1726,921,Inventory Sold - 500,72578.61,2021-05-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1726,1727,1707,Inventory Sold - 500,75138.24,2021-06-30,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
1727,1728,160,Inventory Sold - 500,67757.511,2021-07-31,6000,COGS,Income Statement,Cost of Sales,COGS,1,Store 1,11,,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2023-04-11 02:41:08.827
